Date,AORDS,BHP,CBA
10/02/2020,1.473354122,-0.309993337,7.045394517
17/02/2020,0.045648336,-1.118780358,-2.436286118
24/02/2020,-10.47245017,-12.88328232,-5.994655607
2/03/2020,-3.5006309,-4.287021729,-10.09139605
9/03/2020,-11.74589976,-15.62670009,-10.80242942
16/03/2020,-14.12396679,1.079481581,-10.22510991
23/03/2020,0.40911585,7.212259888,-3.827970907
30/03/2020,4.663651889,4.380753579,4.161253208
6/04/2020,6.307619533,3.785027078,2.707964923
13/04/2020,1.917380906,-0.700865897,-1.139889426
20/04/2020,-4.500362762,-2.39416286,-3.635549608
27/04/2020,0.45737875,-2.31875418,-0.067957322
4/05/2020,3.015117883,5.095810278,1.283369689
11/05/2020,0.08742178,0.856198366,0
18/05/2020,2.089864992,8.035838961,-1.521586417
25/05/2020,4.589262574,0.928084219,8.252947498
1/06/2020,4.076065362,4.763487551,7.521664702
8/06/2020,-2.593635154,-0.940279663,-2.072846811
15/06/2020,1.692012183,-2.760755643,2.000073243
22/06/2020,-0.82496357,2.927322041,0.855376952
29/06/2020,2.495310611,0.580834614,3.266413913
6/07/2020,-2.088606906,-0.19323114,-1.322110533
13/07/2020,1.783124439,4.669583336,2.750989942
20/07/2020,0.050437213,-2.240092498,0.35749972
27/07/2020,-1.469762519,-0.893956625,-2.304704583
3/08/2020,1.419325306,6.708624037,0.448430551
10/08/2020,1.882929134,1.790493727,0.335021835
17/08/2020,0.143627737,-4.211409371,-3.013182336
24/08/2020,-0.158008093,-1.655970014,0.621669926
31/08/2020,-2.45776187,-4.167272592,-3.475525436
7/09/2020,-1.15084627,2.969191845,-1.403485973
14/09/2020,0.309183828,3.362791595,-2.197214072
21/09/2020,1.359247386,-0.530512532,2.697480622
28/09/2020,-2.595059758,-6.823326919,-3.712399892
5/10/2020,5.357622011,4.073097326,6.073530381
12/10/2020,1.141969488,-0.906231419,2.234485518
19/10/2020,-0.177131021,-0.692048847,0.948702553
26/10/2020,-3.84635109,-6.365006192,-1.266947415
2/11/2020,4.179976666,2.600584375,1.109448928
9/11/2020,3.296128357,3.123491786,4.688465807
16/11/2020,1.956735488,1.029061811,8.965129467
23/11/2020,1.134505145,6.895612197,0.883577582
30/11/2020,0.708958486,6.933706,-0.658830006
7/12/2020,0.306872809,3.131184472,2.718987662
14/12/2020,0.545965601,0.767720304,0.930245431
21/12/2020,-0.09536612,-0.464576135,-0.012026705
28/12/2020,-0.971817869,-1.218098323,-1.258641111
4/01/2021,2.502510351,9.52457966,4.197586434
11/01/2021,-0.533873083,0.320898475,-0.292385315
18/01/2021,1.30958879,-1.484698866,-0.340233749
25/01/2021,-2.98234268,-5.732421154,-1.874307675
1/02/2021,3.461493535,0.549453856,5.961679602
8/02/2021,-0.445254398,2.078706035,-2.017043112
